QuestionId,concept_complexity_mean,concept_complexity_std,procedural_steps_mean,procedural_steps_std,abstraction_level_mean,abstraction_level_std,prerequisite_knowledge_mean,prerequisite_knowledge_std,distractor_plausibility_mean,distractor_plausibility_std,misconception_strength_mean,misconception_strength_std,question_clarity_mean,question_clarity_std,cognitive_load_mean,cognitive_load_std,age_appropriateness_mean,age_appropriateness_std,transfer_distance_mean,transfer_distance_std,visual_complexity_mean,visual_complexity_std,solution_uniqueness_mean,solution_uniqueness_std,classical_difficulty_mean,classical_difficulty_std,irt_difficulty_mean,irt_difficulty_std,irt_discrimination_mean,irt_discrimination_std,guessing_probability_mean,guessing_probability_std
233,5.0,0.0,4.0,0.0,6.0,0.0,5.0,0.0,6.6,0.5477225575051662,6.0,0.7071067811865476,7.6,0.5477225575051662,5.0,0.0,8.8,0.4472135954999579,4.8,0.4472135954999579,5.0,0.0,7.0,0.0,0.296,0.06730527468185535,0.04,0.1673320053068151,1.3599999999999999,0.022360679774997817,0.09,0.0223606797749979
243,5.0,0.0,4.6,0.5477225575051661,5.8,0.4472135954999579,5.4,0.5477225575051661,7.4,0.5477225575051661,7.2,0.4472135954999579,8.8,0.4472135954999579,5.2,0.44721359549995787,9.2,0.4472135954999579,2.8,0.4472135954999579,2.8,0.4472135954999579,6.0,0.7071067811865476,0.534,0.02408318915758461,0.6839999999999999,0.05941380311005179,1.08,0.05700877125495688,0.17200000000000001,0.01923538406167135
254,4.0,0.0,3.4,0.5477225575051661,4.2,0.4472135954999579,4.2,0.44721359549995787,6.8,0.4472135954999579,6.8,0.4472135954999579,8.0,0.0,5.0,0.0,9.0,0.0,4.8,0.4472135954999579,3.6,0.5477225575051661,7.0,0.0,0.27399999999999997,0.05128352561983233,-0.02,0.15652475842498528,1.39,0.05477225575051654,0.07999999999999999,0.027386127875258306
285,6.6,0.5477225575051662,4.6,0.5477225575051662,8.2,0.4472135954999579,6.6,0.5477225575051662,5.6,0.5477225575051662,7.0,0.7071067811865476,8.8,0.4472135954999579,6.0,0.7071067811865476,6.6,0.5477225575051661,5.4,0.5477225575051662,3.6,0.5477225575051661,7.4,0.5477225575051662,0.53,0.04690415759823429,0.5740000000000001,0.11674759098157014,1.1999999999999997,0.07905694150420949,0.15,0.04123105625617661
290,6.4,0.5477225575051662,6.4,0.5477225575051662,6.6,0.5477225575051661,5.6,0.5477225575051661,7.6,0.5477225575051661,7.4,0.5477225575051662,7.0,0.7071067811865476,6.6,0.5477225575051661,8.4,0.5477225575051661,6.2,0.8366600265340756,4.0,0.7071067811865476,7.4,0.5477225575051662,0.522,0.028635642126552733,0.4920000000000001,0.08584870412533901,1.25,0.07905694150420955,0.15,0.022360679774997897
304,3.0,0.0,1.8,0.4472135954999579,2.8,0.4472135954999579,3.2,0.44721359549995787,5.4,0.5477225575051662,6.6,0.5477225575051662,9.2,0.4472135954999579,2.4,0.5477225575051661,9.2,0.4472135954999579,2.4,0.5477225575051661,2.4,0.5477225575051661,7.2,0.8366600265340756,0.188,0.010954451150103331,-0.54,0.08944271909999159,1.4300000000000002,0.05700877125495687,0.046,0.00894427190999916
306,3.6,0.5477225575051661,2.4,0.5477225575051661,4.6,0.5477225575051662,3.8,0.4472135954999579,7.6,0.5477225575051662,8.4,0.5477225575051661,7.6,0.5477225575051662,4.6,0.5477225575051661,9.6,0.5477225575051662,4.0,0.7071067811865476,3.4,0.5477225575051661,7.2,0.8366600265340756,0.28800000000000003,0.04086563348340509,-0.1,0.11180339887498948,1.4,0.07905694150420946,0.064,0.027018512172212593
328,3.2,0.4472135954999579,2.8,0.4472135954999579,3.4,0.5477225575051661,4.0,0.7071067811865476,7.0,0.7071067811865476,8.4,0.5477225575051662,9.6,0.5477225575051662,2.8,0.4472135954999579,9.6,0.5477225575051662,1.8,0.4472135954999579,2.6,0.5477225575051661,6.0,0.7071067811865476,0.30200000000000005,0.03962322551231789,-0.096,0.12381437719424995,1.3499999999999999,0.07905694150420944,0.05600000000000001,0.019493588689617928
329,4.4,0.5477225575051662,4.4,0.5477225575051662,4.6,0.5477225575051661,4.4,0.5477225575051662,7.0,0.7071067811865476,7.4,0.5477225575051661,6.6,0.5477225575051662,5.6,0.5477225575051661,9.2,0.4472135954999579,4.8,0.8366600265340756,3.4,0.5477225575051661,6.8,0.8366600265340756,0.352,0.03962322551231791,0.094,0.10212737145349429,1.376,0.05594640292279741,0.08199999999999999,0.028635642126552705
332,5.4,0.5477225575051662,4.6,0.5477225575051661,5.4,0.5477225575051662,5.6,0.5477225575051661,7.6,0.5477225575051662,7.2,0.4472135954999579,7.6,0.5477225575051662,6.4,0.5477225575051662,9.2,0.4472135954999579,4.6,0.5477225575051662,3.4,0.5477225575051661,7.4,0.5477225575051661,0.47000000000000003,0.04123105625617661,0.38,0.10368220676663861,1.35,0.07905694150420944,0.142,0.03193743884534262
361,6.6,0.5477225575051662,6.4,0.5477225575051662,6.8,0.4472135954999579,6.2,0.4472135954999579,7.0,0.7071067811865476,7.4,0.5477225575051661,6.0,0.7071067811865476,7.4,0.5477225575051661,8.4,0.5477225575051662,5.0,0.7071067811865476,6.0,0.7071067811865476,6.6,0.5477225575051662,0.49399999999999994,0.04615192303685733,0.44000000000000006,0.11937336386313323,1.3,0.07905694150420949,0.142,0.03193743884534262
362,6.4,0.5477225575051661,4.6,0.5477225575051662,6.4,0.5477225575051661,6.6,0.5477225575051662,8.4,0.5477225575051661,7.2,0.4472135954999579,8.4,0.5477225575051662,5.6,0.5477225575051662,8.6,0.5477225575051661,4.6,0.5477225575051662,3.4,0.5477225575051661,7.4,0.5477225575051661,0.502,0.034928498393145976,0.44600000000000006,0.08264381404557757,1.3000000000000003,0.07905694150420949,0.12,0.030822070014844875
381,5.4,0.5477225575051661,4.4,0.5477225575051661,5.8,0.4472135954999579,5.4,0.5477225575051662,7.4,0.5477225575051661,7.4,0.5477225575051661,8.0,0.7071067811865476,5.4,0.5477225575051661,9.2,0.4472135954999579,4.0,0.7071067811865476,3.4,0.5477225575051661,6.6,0.5477225575051661,0.4779999999999999,0.033466401061363026,0.366,0.08354639429682167,1.276,0.05594640292279751,0.11000000000000001,0.0223606797749979
435,4.6,0.5477225575051662,7.2,0.4472135954999579,2.8,0.4472135954999579,4.8,0.4472135954999579,8.6,0.5477225575051662,7.6,0.5477225575051662,8.8,0.4472135954999579,6.6,0.5477225575051661,9.2,0.4472135954999579,3.6,0.5477225575051661,4.4,0.5477225575051661,5.6,0.5477225575051662,0.516,0.027018512172212617,0.42400000000000004,0.05594640292279746,1.3,0.07905694150420949,0.11000000000000001,0.0264575131106459
466,5.4,0.5477225575051662,3.6,0.5477225575051661,5.2,0.4472135954999579,5.6,0.5477225575051661,7.4,0.5477225575051662,7.4,0.5477225575051661,8.6,0.5477225575051662,5.4,0.5477225575051662,8.6,0.5477225575051662,4.2,0.8366600265340756,3.6,0.5477225575051661,6.6,0.5477225575051661,0.516,0.030495901363953838,0.4800000000000001,0.05873670062235366,1.316,0.05941380311005177,0.10600000000000001,0.02966479394838265
506,4.2,0.44721359549995787,2.6,0.5477225575051661,4.8,0.4472135954999579,4.8,0.4472135954999579,7.4,0.5477225575051662,7.4,0.5477225575051661,9.4,0.5477225575051662,4.6,0.5477225575051661,9.2,0.4472135954999579,3.4,0.5477225575051661,3.2,0.44721359549995787,6.4,0.5477225575051662,0.40199999999999997,0.03492849839314596,0.20400000000000001,0.07300684899377592,1.296,0.07300684899377592,0.06,0.015811388300841896
513,4.4,0.5477225575051662,5.4,0.5477225575051661,5.4,0.5477225575051661,4.8,0.4472135954999579,8.0,0.7071067811865476,8.0,0.7071067811865476,7.0,0.7071067811865476,6.0,0.7071067811865476,9.4,0.5477225575051661,5.0,0.7071067811865476,4.6,0.5477225575051661,7.0,0.7071067811865476,0.43,0.04690415759823429,0.31,0.09617692030835673,1.3,0.07905694150420949,0.086,0.026076809620810593
525,4.6,0.5477225575051662,5.6,0.5477225575051662,3.2,0.4472135954999579,5.2,0.4472135954999579,7.0,0.7071067811865476,8.4,0.5477225575051662,8.6,0.5477225575051661,5.4,0.5477225575051661,9.4,0.5477225575051662,2.4,0.5477225575051661,4.4,0.5477225575051661,6.0,0.7071067811865476,0.4,0.03807886552931955,0.20600000000000002,0.10212737145349428,1.3459999999999999,0.07635443667528427,0.08399999999999999,0.02701851217221259
550,3.2,0.4472135954999579,3.2,0.44721359549995787,4.0,0.7071067811865476,3.2,0.4472135954999579,4.6,0.5477225575051662,5.0,0.7071067811865476,6.8,0.4472135954999579,4.4,0.5477225575051662,9.4,0.5477225575051661,3.6,0.5477225575051661,2.6,0.5477225575051661,4.6,0.5477225575051662,0.274,0.04277849927241488,-0.036,0.12541929676090519,1.24,0.09617692030835673,0.10400000000000001,0.03209361307176242
556,2.2,0.4472135954999579,1.0,0.0,3.6,0.5477225575051661,2.8,0.4472135954999579,5.6,0.5477225575051662,7.2,0.4472135954999579,6.6,0.5477225575051662,2.2,0.4472135954999579,9.4,0.5477225575051662,4.6,0.5477225575051662,4.4,0.5477225575051662,7.4,0.5477225575051662,0.186,0.027018512172212593,-0.53,0.14404860290887933,1.3,0.07905694150420949,0.038,0.013038404810405298
564,3.6,0.5477225575051661,2.8,0.4472135954999579,4.8,0.4472135954999579,4.4,0.5477225575051661,7.6,0.5477225575051662,7.6,0.5477225575051662,9.4,0.5477225575051662,3.6,0.5477225575051661,9.4,0.5477225575051662,2.4,0.5477225575051661,2.4,0.5477225575051661,7.4,0.5477225575051661,0.376,0.036469165057620934,0.13999999999999999,0.14317821063276354,1.3000000000000003,0.07905694150420949,0.1,0.038078865529319536
644,3.6,0.5477225575051661,1.8,0.4472135954999579,4.6,0.5477225575051662,4.8,0.4472135954999579,7.4,0.5477225575051661,7.6,0.5477225575051661,6.6,0.5477225575051662,3.4,0.5477225575051661,9.2,0.4472135954999579,4.0,0.7071067811865476,5.4,0.5477225575051662,8.4,0.5477225575051662,0.40599999999999997,0.033615472627943226,0.246,0.08264381404557754,1.35,0.07905694150420946,0.09999999999999999,0.038078865529319536
655,5.4,0.5477225575051661,3.6,0.5477225575051661,4.8,0.4472135954999579,5.4,0.5477225575051661,7.6,0.5477225575051661,7.6,0.5477225575051662,7.6,0.5477225575051661,5.4,0.5477225575051661,9.2,0.4472135954999579,4.2,0.8366600265340756,3.2,0.4472135954999579,6.6,0.5477225575051662,0.4720000000000001,0.03962322551231791,0.396,0.07956129712366435,1.25,0.07905694150420955,0.154,0.02302172886644268
689,5.4,0.5477225575051662,3.2,0.4472135954999579,5.6,0.5477225575051661,5.2,0.4472135954999579,7.4,0.5477225575051662,7.0,0.7071067811865476,9.4,0.5477225575051661,5.2,0.4472135954999579,8.4,0.5477225575051661,4.6,0.5477225575051661,2.6,0.5477225575051661,7.4,0.5477225575051661,0.5,0.03807886552931956,0.4,0.07905694150420949,1.2,0.07905694150420949,0.09999999999999999,0.038078865529319536
695,2.8,0.4472135954999579,3.0,0.0,2.0,0.0,3.2,0.4472135954999579,6.6,0.5477225575051662,7.6,0.5477225575051662,9.6,0.5477225575051661,2.8,0.4472135954999579,9.6,0.5477225575051661,1.6,0.5477225575051661,1.6,0.5477225575051661,7.0,0.7071067811865476,0.13799999999999998,0.027748873851023214,-0.27999999999999997,0.1036822067666386,1.45,0.07905694150420949,0.004,0.008944271909999158
698,5.0,0.7071067811865476,2.8,0.4472135954999579,5.2,0.8366600265340756,5.4,0.5477225575051662,7.4,0.5477225575051662,7.4,0.5477225575051662,7.6,0.5477225575051662,4.4,0.5477225575051662,9.0,0.7071067811865476,2.6,0.5477225575051661,4.6,0.5477225575051662,7.0,0.7071067811865476,0.45599999999999996,0.05594640292279746,0.36,0.11937336386313323,1.25,0.07905694150420955,0.13799999999999998,0.030331501776206197
728,5.0,0.7071067811865476,6.6,0.5477225575051661,4.2,0.4472135954999579,4.8,0.4472135954999579,6.6,0.5477225575051662,7.6,0.5477225575051661,7.8,0.44721359549995787,7.0,0.7071067811865476,9.4,0.5477225575051662,4.4,0.5477225575051662,5.2,0.4472135954999579,6.0,0.7071067811865476,0.32599999999999996,0.039749213828703577,0.036,0.11282730166054668,1.33,0.05700877125495688,0.086,0.026076809620810593
746,2.8,0.4472135954999579,3.0,0.0,2.0,0.0,3.2,0.4472135954999579,6.8,0.8366600265340756,7.0,0.7071067811865476,9.4,0.5477225575051661,3.4,0.5477225575051661,9.6,0.5477225575051662,2.2,0.4472135954999579,2.4,0.5477225575051661,7.0,0.7071067811865476,0.182,0.02863564212655271,-0.196,0.1277888884058391,1.44,0.09617692030835673,0.030000000000000006,0.015811388300841896
787,5.4,0.5477225575051662,5.4,0.5477225575051662,5.6,0.5477225575051661,5.0,0.0,8.4,0.5477225575051662,8.2,0.4472135954999579,7.4,0.5477225575051661,7.0,0.7071067811865476,9.2,0.4472135954999579,5.4,0.5477225575051662,3.4,0.5477225575051661,7.4,0.5477225575051662,0.5740000000000001,0.03974921382870356,0.6439999999999999,0.0996493853468249,1.236,0.09864076236526156,0.138,0.030331501776206197
789,2.8,0.4472135954999579,3.4,0.5477225575051661,2.8,0.4472135954999579,3.2,0.4472135954999579,7.0,0.7071067811865476,7.0,0.7071067811865476,9.4,0.5477225575051662,2.8,0.4472135954999579,9.6,0.5477225575051662,1.8,0.4472135954999579,2.8,0.4472135954999579,5.4,0.5477225575051662,0.276,0.04277849927241488,-0.15999999999999998,0.151657508881031,1.3659999999999999,0.0743639697703128,0.054000000000000006,0.01816590212458495
829,4.6,0.5477225575051661,5.2,0.4472135954999579,5.6,0.5477225575051662,5.2,0.4472135954999579,7.6,0.5477225575051661,7.6,0.5477225575051662,9.6,0.5477225575051662,5.2,0.4472135954999579,9.6,0.5477225575051662,2.4,0.5477225575051661,3.4,0.5477225575051661,7.0,0.7071067811865476,0.41200000000000003,0.03962322551231791,0.26599999999999996,0.07436396977031283,1.35,0.07905694150420946,0.09,0.026457513110645904
830,5.4,0.5477225575051662,5.2,0.4472135954999579,4.6,0.5477225575051661,5.4,0.5477225575051662,7.4,0.5477225575051662,6.4,0.5477225575051662,7.0,0.7071067811865476,5.8,0.8366600265340756,8.6,0.5477225575051662,4.2,0.8366600265340756,4.6,0.5477225575051661,6.4,0.5477225575051662,0.458,0.05118593556827891,0.386,0.12541929676090519,1.3000000000000003,0.07905694150420949,0.10599999999999998,0.02966479394838265
840,5.2,0.4472135954999579,5.4,0.5477225575051661,5.0,0.0,5.2,0.44721359549995787,6.6,0.5477225575051662,7.2,0.44721359549995787,6.8,0.4472135954999579,6.6,0.5477225575051662,9.0,0.0,5.2,0.4472135954999579,3.8,0.4472135954999579,6.8,0.44721359549995787,0.472,0.03962322551231791,0.35,0.10816653826391967,1.2200000000000002,0.05700877125495695,0.124,0.018165902124584948
859,4.4,0.5477225575051661,5.4,0.5477225575051661,5.2,0.4472135954999579,4.8,0.4472135954999579,6.6,0.5477225575051662,7.0,0.7071067811865476,9.4,0.5477225575051662,5.0,0.7071067811865476,9.4,0.5477225575051662,2.6,0.5477225575051661,2.4,0.5477225575051661,7.0,0.7071067811865476,0.4040000000000001,0.03209361307176243,0.304,0.07300684899377592,1.25,0.07905694150420955,0.082,0.028635642126552705
865,7.0,0.7071067811865476,4.6,0.5477225575051662,7.4,0.5477225575051661,7.4,0.5477225575051662,7.8,0.8366600265340756,7.4,0.5477225575051661,6.6,0.5477225575051661,6.6,0.5477225575051662,8.2,0.4472135954999579,5.6,0.5477225575051662,6.0,0.7071067811865476,7.6,0.5477225575051662,0.526,0.039749213828703577,0.47000000000000003,0.10368220676663861,1.25,0.07905694150420955,0.182,0.02863564212655271
867,4.8,0.4472135954999579,4.4,0.5477225575051662,5.6,0.5477225575051661,5.4,0.5477225575051662,8.4,0.5477225575051662,7.4,0.5477225575051662,9.4,0.5477225575051661,4.6,0.5477225575051661,9.4,0.5477225575051661,2.6,0.5477225575051661,2.6,0.5477225575051661,7.4,0.5477225575051662,0.5,0.03807886552931956,0.4,0.07905694150420949,1.33,0.05700877125495688,0.096,0.01673320053068151
888,4.8,0.4472135954999579,5.4,0.5477225575051662,5.6,0.5477225575051661,5.2,0.4472135954999579,7.4,0.5477225575051662,7.6,0.5477225575051662,9.6,0.5477225575051662,5.4,0.5477225575051662,9.4,0.5477225575051661,2.2,0.44721359549995787,3.4,0.5477225575051661,7.0,0.7071067811865476,0.41600000000000004,0.02701851217221259,0.28,0.06670832032063166,1.4,0.07905694150420944,0.096,0.01673320053068151
899,2.6,0.5477225575051661,1.2,0.44721359549995804,3.4,0.5477225575051661,2.8,0.4472135954999579,6.6,0.5477225575051662,7.4,0.5477225575051662,9.4,0.5477225575051662,2.4,0.5477225575051661,9.8,0.4472135954999579,2.4,0.5477225575051661,2.4,0.5477225575051661,7.6,0.5477225575051662,0.194,0.04878524367060187,-0.43,0.18574175621006708,1.45,0.07905694150420949,0.038,0.013038404810405298
919,4.4,0.5477225575051662,3.0,0.0,3.6,0.5477225575051661,4.4,0.5477225575051662,7.6,0.5477225575051662,7.4,0.5477225575051661,8.4,0.5477225575051661,4.4,0.5477225575051662,8.8,0.4472135954999579,3.0,0.7071067811865476,4.2,0.4472135954999579,6.4,0.5477225575051662,0.33999999999999997,0.030822070014844882,0.12,0.049497474683058325,1.32,0.05700877125495687,0.072,0.019235384061671346
934,3.6,0.5477225575051661,2.8,0.4472135954999579,4.4,0.5477225575051661,4.6,0.5477225575051662,6.6,0.5477225575051662,6.6,0.5477225575051661,6.6,0.5477225575051662,4.4,0.5477225575051662,9.2,0.4472135954999579,4.6,0.5477225575051662,5.4,0.5477225575051661,5.6,0.5477225575051662,0.274,0.03974921382870358,-0.13999999999999999,0.11937336386313321,1.25,0.07905694150420955,0.05,0.01870828693386971
935,5.4,0.5477225575051661,4.2,0.4472135954999579,5.4,0.5477225575051662,6.0,0.7071067811865476,6.8,0.44721359549995787,7.4,0.5477225575051662,7.4,0.5477225575051662,5.4,0.5477225575051661,8.6,0.5477225575051661,4.6,0.5477225575051662,2.8,0.4472135954999579,6.4,0.5477225575051662,0.426,0.039749213828703577,0.296,0.07956129712366435,1.25,0.07905694150420955,0.094,0.019493588689617924
986,6.4,0.5477225575051662,5.6,0.5477225575051661,5.6,0.5477225575051661,5.8,0.4472135954999579,8.0,0.7071067811865476,7.4,0.5477225575051661,7.4,0.5477225575051661,7.2,0.4472135954999579,8.6,0.5477225575051662,5.4,0.5477225575051662,4.4,0.5477225575051662,7.6,0.5477225575051661,0.6,0.03807886552931954,0.7699999999999999,0.13509256086106294,1.2159999999999997,0.05941380311005185,0.13799999999999998,0.030331501776206197
1032,2.4,0.5477225575051661,2.0,0.0,1.8,0.4472135954999579,2.8,0.4472135954999579,7.4,0.5477225575051662,8.4,0.5477225575051662,10.0,0.0,1.8,0.4472135954999579,10.0,0.0,1.4,0.5477225575051661,1.0,0.0,7.4,0.5477225575051662,0.2,0.03807886552931954,-0.4,0.0790569415042095,1.516,0.05941380311005185,0.034,0.01140175425099138
1035,3.4,0.5477225575051661,2.4,0.5477225575051661,4.6,0.5477225575051661,3.6,0.5477225575051661,7.4,0.5477225575051662,7.4,0.5477225575051662,9.0,0.7071067811865476,3.4,0.5477225575051661,9.4,0.5477225575051661,2.8,0.8366600265340756,2.4,0.5477225575051661,6.6,0.5477225575051662,0.414,0.05412947441089744,0.27599999999999997,0.1078424777163433,1.3900000000000001,0.0961769203083567,0.096,0.03209361307176242
1053,5.2,0.4472135954999579,4.4,0.5477225575051661,5.8,0.4472135954999579,5.6,0.5477225575051662,7.6,0.5477225575051662,7.4,0.5477225575051661,9.2,0.4472135954999579,5.0,0.7071067811865476,9.2,0.4472135954999579,2.4,0.5477225575051661,2.6,0.5477225575051661,6.2,0.8366600265340756,0.45,0.041231056256176596,0.36,0.09192388155425117,1.35,0.07905694150420946,0.15,0.04123105625617661
1055,3.6,0.5477225575051661,4.6,0.5477225575051662,3.6,0.5477225575051661,4.6,0.5477225575051662,7.2,0.8366600265340756,8.4,0.5477225575051661,7.6,0.5477225575051662,4.6,0.5477225575051662,9.4,0.5477225575051662,3.4,0.5477225575051661,3.6,0.5477225575051661,6.2,0.8366600265340756,0.37,0.046904157598234304,0.09400000000000001,0.10212737145349429,1.3,0.07905694150420949,0.1,0.03807886552931954
1130,5.4,0.5477225575051662,5.6,0.5477225575051661,4.6,0.5477225575051661,5.4,0.5477225575051662,7.0,0.7071067811865476,7.0,0.7071067811865476,7.0,0.7071067811865476,5.6,0.5477225575051661,9.4,0.5477225575051662,4.2,0.8366600265340756,4.4,0.5477225575051662,5.8,0.8366600265340756,0.376,0.036469165057620934,0.16999999999999998,0.09848857801796104,1.25,0.07905694150420955,0.10999999999999999,0.026457513110645904
1150,6.4,0.5477225575051662,4.6,0.5477225575051661,7.4,0.5477225575051662,6.4,0.5477225575051662,7.4,0.5477225575051662,7.0,0.7071067811865476,9.4,0.5477225575051662,5.6,0.5477225575051661,7.6,0.5477225575051662,4.0,0.7071067811865476,4.4,0.5477225575051662,7.4,0.5477225575051662,0.526,0.039749213828703577,0.5039999999999999,0.14258330898110058,1.3,0.07905694150420949,0.142,0.03193743884534262
1165,3.4,0.5477225575051661,1.8,0.4472135954999579,4.6,0.5477225575051662,4.4,0.5477225575051661,7.4,0.5477225575051662,7.6,0.5477225575051662,6.6,0.5477225575051662,3.0,0.7071067811865476,9.2,0.4472135954999579,3.6,0.5477225575051661,5.4,0.5477225575051662,7.6,0.5477225575051662,0.376,0.04277849927241488,0.236,0.09864076236526155,1.35,0.07905694150420946,0.09,0.026457513110645904
1191,4.4,0.5477225575051661,5.2,0.44721359549995787,4.8,0.4472135954999579,4.8,0.4472135954999579,5.4,0.5477225575051661,6.6,0.5477225575051662,9.4,0.5477225575051662,4.6,0.5477225575051662,9.4,0.5477225575051662,2.6,0.5477225575051661,2.8,0.4472135954999579,5.4,1.1401754250991378,0.378,0.037013511046643494,0.126,0.10064790112068905,1.1839999999999997,0.05941380311005177,0.09,0.026457513110645904
1195,3.2,0.4472135954999579,2.0,0.0,2.6,0.5477225575051661,3.4,0.5477225575051661,7.4,0.5477225575051662,7.4,0.5477225575051662,10.0,0.0,2.4,0.5477225575051661,9.8,0.4472135954999579,1.8,0.4472135954999579,1.6,0.5477225575051661,7.4,0.5477225575051662,0.23199999999999998,0.030331501776206207,-0.3,0.12747548783981963,1.3699999999999999,0.10368220676663858,0.041999999999999996,0.008366600265340756
1202,3.4,0.5477225575051661,2.6,0.5477225575051661,4.2,0.4472135954999579,4.4,0.5477225575051662,7.0,0.7071067811865476,7.4,0.5477225575051662,8.6,0.5477225575051662,3.6,0.5477225575051661,9.4,0.5477225575051661,4.0,0.7071067811865476,2.6,0.5477225575051661,6.6,0.5477225575051661,0.326,0.039749213828703577,0.055999999999999994,0.11371015785759864,1.3199999999999998,0.06670832032063165,0.052000000000000005,0.019235384061671346
